Time [s], X-Pos [m], Y-Pos [m], phi [rad], dphi [rad/s], Path Vel [m/s], v_l [rpm], v_r [rpm]
155.95,15.5782,0,0,0,0.1,127,127
156,15.5832,0,0,0,0.1,127,127
156.05,15.5882,0,0,0,0.1,127,127
156.1,15.5932,0,0,0,0.1,127,127
156.15,15.5982,0,0,0,0.1,127,127
156.2,15.6032,0,0,0,0.1,127,127
156.25,15.6082,0,0,0,0.1,127,127
156.3,15.6132,0,0,0,0.1,127,127
156.35,15.6182,0,0,0,0.1,127,127
156.4,15.6232,0,0,0,0.1,127,127
156.45,15.6282,0,0,0,0.1,127,127
156.5,15.6332,0,0,0,0.1,127,127
156.55,15.6382,0,0,0,0.1,127,127
156.6,15.6432,0,0,0,0.1,127,127
156.65,15.6482,0,0,0,0.1,127,127
156.7,15.6532,0,0,0,0.1,127,127
156.75,15.6582,0,0,0,0.1,127,127
156.8,15.6632,0,0,0,0.1,127,127
156.85,15.6682,0,0,0,0.1,127,127
156.9,15.6732,0,0,0,0.1,127,127
156.95,15.6782,0,0,0,0.1,127,127
157,15.6832,0,0,0,0.1,127,127
157.05,15.6882,0,0,0,0.1,127,127
157.1,15.6932,0,0,0,0.1,127,127
157.15,15.6982,0,0,0,0.1,127,127
157.2,15.7032,0,0,0,0.1,127,127
157.25,15.7082,0,0,0,0.1,127,127
157.3,15.7132,0,0,0,0.1,127,127
157.35,15.7182,0,0,0,0.1,127,127
157.4,15.7232,0,0,0,0.1,127,127
157.45,15.7282,0,0,0,0.1,127,127
157.5,15.7332,0,0,0,0.1,127,127
157.55,15.7382,0,0,0,0.1,127,127
157.6,15.7432,0,0,0,0.1,127,127
157.65,15.7482,0,0,0,0.1,127,127
157.7,15.7532,0,0,0,0.1,127,127
157.75,15.7582,0,0,0,0.1,127,127
157.8,15.7632,0,0,0,0.1,127,127
157.85,15.7682,0,0,0,0.1,127,127
157.9,15.7732,0,0,0,0.1,127,127
157.95,15.7782,0,0,0,0.1,127,127
158,15.7832,0,0,0,0.1,127,127
158.05,15.7882,0,0,0,0.1,127,127
158.1,15.7932,0,0,0,0.1,127,127
158.15,15.7982,0,0,0,0.1,127,127
158.2,15.8032,0,0,0,0.1,127,127
158.25,15.8082,0,0,0,0.1,127,127
158.3,15.8132,0,0,0,0.1,127,127
158.35,15.8182,0,0,0,0.1,127,127
158.4,15.8232,0,0,0,0.1,127,127
158.45,15.8282,0,0,0,0.1,127,127
158.5,15.8332,0,0,0,0.1,127,127
158.55,15.8382,0,0,0,0.1,127,127
158.6,15.8432,0,0,0,0.1,127,127
158.65,15.8482,0,0,0,0.1,127,127
158.7,15.8532,0,0,0,0.1,127,127
158.75,15.8582,0,0,0,0.1,127,127
158.8,15.8632,0,0,0,0.1,127,127
158.85,15.8682,0,0,0,0.1,127,127
158.9,15.8732,0,0,0,0.1,127,127
158.95,15.8782,0,0,0,0.1,127,127
159,15.8832,0,0,0,0.1,127,127
159.05,15.8882,0,0,0,0.1,127,127
159.1,15.8932,0,0,0,0.1,127,127
159.15,15.8982,0,0,0,0.1,127,127
159.2,15.9032,0,0,0,0.1,127,127
159.25,15.9082,0,0,0,0.1,127,127
159.3,15.9132,0,0,0,0.1,127,127
159.35,15.9182,0,0,0,0.1,127,127
159.4,15.9232,0,0,0,0.1,127,127
159.45,15.9282,0,0,0,0.1,127,127
159.5,15.9332,0,0,0,0.1,127,127
159.55,15.9382,0,0,0,0.1,127,127
159.6,15.9432,0,0,0,0.1,127,127
159.65,15.9482,0,0,0,0.1,127,127
159.7,15.9532,0,0,0,0.1,127,127
159.75,15.9582,0,0,0,0.1,127,127
159.8,15.9632,0,0,0,0.1,127,127
159.85,15.9682,0,0,0,0.1,127,127
159.9,15.9732,0,0,0,0.1,127,127
159.95,15.9782,0,0,0,0.1,127,127
160,15.9832,0,0,0,0.1,127,127
160.05,15.9882,0,0,0,0.1,127,127
160.1,15.9932,0,0,0,0.1,127,127
160.15,15.9982,0,0,0,0.1,127,127
160.2,16.0032,0,0,0,0.1,127,127
160.25,16.0082,0,0,0,0.1,127,127
160.3,16.0132,0,0,0,0.1,127,127
160.35,16.0182,0,0,0,0.1,127,127
160.4,16.0232,0,0,0,0.1,127,127
160.45,16.0282,0,0,0,0.1,127,127
160.5,16.0332,0,0,0,0.1,127,127
160.55,16.0382,0,0,0,0.1,127,127
160.6,16.0432,0,0,0,0.1,127,127
160.65,16.0482,0,0,0,0.1,127,127
160.7,16.0532,0,0,0,0.1,127,127
160.75,16.0582,0,0,0,0.1,127,127
160.8,16.0632,0,0,0,0.1,127,127
160.85,16.0682,0,0,0,0.1,127,127
160.9,16.0732,0,0,0,0.1,127,127
160.95,16.0782,0,0,0,0.1,127,127
161,16.0832,0,0,0,0.1,127,127
161.05,16.0882,0,0,0,0.1,127,127
161.1,16.0932,0,0,0,0.1,127,127
161.15,16.0982,0,0,0,0.1,127,127
161.2,16.1032,0,0,0,0.1,127,127
161.25,16.1082,0,0,0,0.1,127,127
161.3,16.1132,0,0,0,0.1,127,127
161.35,16.1182,0,0,0,0.1,127,127
161.4,16.1232,0,0,0,0.1,127,127
161.45,16.1282,0,0,0,0.1,127,127
161.5,16.1332,0,0,0,0.1,127,127
161.55,16.1382,0,0,0,0.1,127,127
161.6,16.1432,0,0,0,0.1,127,127
161.65,16.1482,0,0,0,0.1,127,127
161.7,16.1532,0,0,0,0.1,127,127
161.75,16.1582,0,0,0,0.1,127,127
161.8,16.1632,0,0,0,0.1,127,127
161.85,16.1682,0,0,0,0.1,127,127
161.9,16.1732,0,0,0,0.1,127,127
161.95,16.1782,0,0,0,0.1,127,127
162,16.1832,0,0,0,0.1,127,127
162.05,16.1882,0,0,0,0.1,127,127
162.1,16.1932,0,0,0,0.1,127,127
162.15,16.1982,0,0,0,0.1,127,127
162.2,16.2032,0,0,0,0.1,127,127
162.25,16.2082,0,0,0,0.1,127,127
162.3,16.2132,0,0,0,0.1,127,127
162.35,16.2182,0,0,0,0.1,127,127
162.4,16.2232,0,0,0,0.1,127,127
162.45,16.2282,0,0,0,0.1,127,127
162.5,16.2332,0,0,0,0.1,127,127
162.55,16.2382,0,0,0,0.1,127,127
162.6,16.2432,0,0,0,0.1,127,127
162.65,16.2482,0,0,0,0.1,127,127
162.7,16.2532,0,0,0,0.1,127,127
162.75,16.2582,0,0,0,0.1,127,127
162.8,16.2632,0,0,0,0.1,127,127
162.85,16.2682,0,0,0,0.1,127,127
162.9,16.2732,0,0,0,0.1,127,127
162.95,16.2782,0,0,0,0.1,127,127
163,16.2832,0,0,0,0.1,127,127
163.05,16.2882,0,0,0,0.1,127,127
163.1,16.2932,0,0,0,0.1,127,127
163.15,16.2982,0,0,0,0.1,127,127
163.2,16.3032,0,0,0,0.1,127,127
163.25,16.3082,0,0,0,0.1,127,127
163.3,16.3132,0,0,0,0.1,127,127
163.35,16.3182,0,0,0,0.1,127,127
163.4,16.3232,0,0,0,0.1,127,127
163.45,16.3282,0,0,0,0.1,127,127
163.5,16.3332,0,0,0,0.1,127,127
163.55,16.3382,0,0,0,0.1,127,127
163.6,16.3432,0,0,0,0.1,127,127
163.65,16.3482,0,0,0,0.1,127,127
163.7,16.3532,0,0,0,0.1,127,127
163.75,16.3582,0,0,0,0.1,127,127
163.8,16.3632,0,0,0,0.1,127,127
163.85,16.3682,0,0,0,0.1,127,127
163.9,16.3732,0,0,0,0.1,127,127
163.95,16.3782,0,0,0,0.1,127,127
164,16.3832,0,0,0,0.1,127,127
164.05,16.3882,0,0,0,0.1,127,127
164.1,16.3932,0,0,0,0.1,127,127
164.15,16.3982,0,0,0,0.1,127,127
164.2,16.4032,0,0,0,0.1,127,127
164.25,16.4082,0,0,0,0.1,127,127
164.3,16.4132,0,0,0,0.1,127,127
164.35,16.4182,0,0,0,0.1,127,127
164.4,16.4232,0,0,0,0.1,127,127
164.45,16.4282,0,0,0,0.1,127,127
164.5,16.4332,0,0,0,0.1,127,127
164.55,16.4382,0,0,0,0.1,127,127
164.6,16.4432,0,0,0,0.1,127,127
164.65,16.4482,0,0,0,0.1,127,127
164.7,16.4532,0,0,0,0.1,127,127
164.75,16.4582,0,0,0,0.1,127,127
164.8,16.4632,0,0,0,0.1,127,127
164.85,16.4682,0,0,0,0.1,127,127
164.9,16.4732,0,0,0,0.1,127,127
164.95,16.4782,0,0,0,0.1,127,127
165,16.4832,0,0,0,0.1,127,127
165.05,16.4882,0,0,0,0.1,127,127
165.1,16.4932,0,0,0,0.1,127,127
165.15,16.4982,0,0,0,0.1,127,127
165.2,16.5032,0,0,0,0.1,127,127
165.25,16.5082,0,0,0,0.1,127,127
165.3,16.5132,0,0,0,0.1,127,127
165.35,16.5182,0,0,0,0.1,127,127
165.4,16.5232,0,0,0,0.1,127,127
165.45,16.5282,0,0,0,0.1,127,127
165.5,16.5332,0,0,0,0.1,127,127
165.55,16.5382,0,0,0,0.1,127,127
165.6,16.5432,0,0,0,0.1,127,127
165.65,16.5482,0,0,0,0.1,127,127
165.7,16.5532,0,0,0,0.1,127,127
165.75,16.5582,0,0,0,0.1,127,127
165.8,16.5632,0,0,0,0.1,127,127
165.85,16.5682,0,0,0,0.1,127,127
165.9,16.5732,0,0,0,0.1,127,127
165.95,16.5782,0,0,0,0.1,127,127
166,16.5832,0,0,0,0.1,127,127
166.05,16.5882,0,0,0,0.1,127,127
166.1,16.5932,0,0,0,0.1,127,127
166.15,16.5982,0,0,0,0.1,127,127
166.2,16.6032,0,0,0,0.1,127,127
166.25,16.6082,0,0,0,0.1,127,127
166.3,16.6132,0,0,0,0.1,127,127
166.35,16.6182,0,0,0,0.1,127,127
166.4,16.6232,0,0,0,0.1,127,127
166.45,16.6282,0,0,0,0.1,127,127
166.5,16.6332,0,0,0,0.1,127,127
166.55,16.6382,0,0,0,0.1,127,127
166.6,16.6432,0,0,0,0.1,127,127
166.65,16.6482,0,0,0,0.1,127,127
166.7,16.6532,0,0,0,0.1,127,127
166.75,16.6582,0,0,0,0.1,127,127
166.8,16.6632,0,0,0,0.1,127,127
166.85,16.6682,0,0,0,0.1,127,127
166.9,16.6732,0,0,0,0.1,127,127
166.95,16.6782,0,0,0,0.1,127,127
167,16.6832,0,0,0,0.1,127,127
167.05,16.6882,0,0,0,0.1,127,127
167.1,16.6932,0,0,0,0.1,127,127
167.15,16.6982,0,0,0,0.1,127,127
167.2,16.7032,0,0,0,0.1,127,127
167.25,16.7082,0,0,0,0.1,127,127
167.3,16.7132,0,0,0,0.1,127,127
167.35,16.7182,0,0,0,0.1,127,127
167.4,16.7232,0,0,0,0.1,127,127
167.45,16.7282,0,0,0,0.1,127,127
167.5,16.7332,0,0,0,0.1,127,127
167.55,16.7382,0,0,0,0.1,127,127
167.6,16.7432,0,0,0,0.1,127,127
167.65,16.7482,0,0,0,0.1,127,127
167.7,16.7532,0,0,0,0.1,127,127
167.75,16.7582,0,0,0,0.1,127,127
167.8,16.7632,0,0,0,0.1,127,127
167.85,16.7682,0,0,0,0.1,127,127
167.9,16.7732,0,0,0,0.1,127,127
167.95,16.7782,0,0,0,0.1,127,127
168,16.7832,0,0,0,0.1,127,127
168.05,16.7882,0,0,0,0.1,127,127
168.1,16.7932,0,0,0,0.1,127,127
168.15,16.7982,0,0,0,0.1,127,127
168.2,16.8032,0,0,0,0.1,127,127
168.25,16.8082,0,0,0,0.1,127,127
168.3,16.8132,0,0,0,0.1,127,127
168.35,16.8182,0,0,0,0.1,127,127
168.4,16.8232,0,0,0,0.1,127,127
168.45,16.8282,0,0,0,0.1,127,127
168.5,16.8332,0,0,0,0.1,127,127
168.55,16.8382,0,0,0,0.1,127,127
168.6,16.8432,0,0,0,0.1,127,127
168.65,16.8482,0,0,0,0.1,127,127
168.7,16.8532,0,0,0,0.1,127,127
168.75,16.8582,0,0,0,0.1,127,127
168.8,16.8632,0,0,0,0.1,127,127
168.85,16.8682,0,0,0,0.1,127,127
168.9,16.8732,0,0,0,0.1,127,127
168.95,16.8782,0,0,0,0.1,127,127
169,16.8832,0,0,0,0.1,127,127
169.05,16.8882,0,0,0,0.1,127,127
169.1,16.8932,0,0,0,0.1,127,127
169.15,16.8982,0,0,0,0.1,127,127
169.2,16.9032,0,0,0,0.1,127,127
169.25,16.9082,0,0,0,0.1,127,127
169.3,16.9132,0,0,0,0.1,127,127
169.35,16.9182,0,0,0,0.1,127,127
169.4,16.9232,0,0,0,0.1,127,127
169.45,16.9282,0,0,0,0.1,127,127
169.5,16.9332,0,0,0,0.1,127,127
169.55,16.9382,0,0,0,0.1,127,127
169.6,16.9432,0,0,0,0.1,127,127
169.65,16.9482,0,0,0,0.1,127,127
169.7,16.9532,0,0,0,0.1,127,127
169.75,16.9582,0,0,0,0.1,127,127
169.8,16.9632,0,0,0,0.1,127,127
169.85,16.9682,0,0,0,0.1,127,127
169.9,16.9732,0,0,0,0.1,127,127
169.95,16.9782,0,0,0,0.1,127,127
170,16.9832,0,0,0,0.1,127,127
170.05,16.9882,0,0,0,0.1,127,127
170.1,16.9932,0,0,0,0.1,127,127
170.15,16.9982,0,0,0,0.1,127,127
170.2,17.0032,0,0,0,0.1,127,127
170.25,17.0082,0,0,0,0.1,127,127
170.3,17.0132,0,0,0,0.1,127,127
170.35,17.0182,0,0,0,0.1,127,127
170.4,17.0232,0,0,0,0.1,127,127
170.45,17.0282,0,0,0,0.1,127,127
170.5,17.0332,0,0,0,0.1,127,127
170.55,17.0382,0,0,0,0.1,127,127
170.6,17.0432,0,0,0,0.1,127,127
170.65,17.0482,0,0,0,0.1,127,127
170.7,17.0532,0,0,0,0.1,127,127
170.75,17.0582,0,0,0,0.1,127,127
170.8,17.0632,0,0,0,0.1,127,127
170.85,17.0682,0,0,0,0.1,127,127
170.9,17.0732,0,0,0,0.1,127,127
170.95,17.0782,0,0,0,0.1,127,127
171,17.0832,0,0,0,0.1,127,127
171.05,17.0882,0,0,0,0.1,127,127
171.1,17.0932,0,0,0,0.1,127,127
171.15,17.0982,0,0,0,0.1,127,127
171.2,17.1032,0,0,0,0.1,127,127
171.25,17.1082,0,0,0,0.1,127,127
171.3,17.1132,0,0,0,0.1,127,127
171.35,17.1182,0,0,0,0.1,127,127
171.4,17.1232,0,0,0,0.1,127,127
171.45,17.1282,0,0,0,0.1,127,127
171.5,17.1332,0,0,0,0.1,127,127
171.55,17.1382,0,0,0,0.1,127,127
171.6,17.1432,0,0,0,0.1,127,127
171.65,17.1482,0,0,0,0.1,127,127
171.7,17.1532,0,0,0,0.1,127,127
171.75,17.1582,0,0,0,0.1,127,127
171.8,17.1632,0,0,0,0.1,127,127
171.85,17.1682,0,0,0,0.1,127,127
171.9,17.1732,0,0,0,0.1,127,127
171.95,17.1782,0,0,0,0.1,127,127
172,17.1832,0,0,0,0.1,127,127
172.05,17.1882,0,0,0,0.1,127,127
172.1,17.1932,0,0,0,0.1,127,127
172.15,17.1982,0,0,0,0.1,127,127
172.2,17.2032,0,0,0,0.1,127,127
172.25,17.2082,0,0,0,0.1,127,127
172.3,17.2132,0,0,0,0.1,127,127
172.35,17.2182,0,0,0,0.1,127,127
172.4,17.2232,0,0,0,0.1,127,127
172.45,17.2282,0,0,0,0.1,127,127
172.5,17.2332,0,0,0,0.1,127,127
172.55,17.2382,0,0,0,0.1,127,127
172.6,17.2432,0,0,0,0.1,127,127
172.65,17.2482,0,0,0,0.1,127,127
172.7,17.2532,0,0,0,0.1,127,127
172.75,17.2582,0,0,0,0.1,127,127
172.8,17.2632,0,0,0,0.1,127,127
172.85,17.2682,0,0,0,0.1,127,127
172.9,17.2732,0,0,0,0.1,127,127
172.95,17.2782,0,0,0,0.1,127,127
173,17.2832,0,0,0,0.1,127,127
173.05,17.2882,0,0,0,0.1,127,127
173.1,17.2932,0,0,0,0.1,127,127
173.15,17.2982,0,0,0,0.1,127,127
173.2,17.3032,0,0,0,0.1,127,127
173.25,17.3082,0,0,0,0.1,127,127
173.3,17.3132,0,0,0,0.1,127,127
173.35,17.3182,0,0,0,0.1,127,127
173.4,17.3232,0,0,0,0.1,127,127
173.45,17.3282,0,0,0,0.1,127,127
173.5,17.3332,0,0,0,0.1,127,127
173.55,17.3382,0,0,0,0.1,127,127
173.6,17.3432,0,0,0,0.1,127,127
173.65,17.3482,0,0,0,0.1,127,127
173.7,17.3532,0,0,0,0.1,127,127
173.75,17.3582,0,0,0,0.1,127,127
173.8,17.3632,0,0,0,0.1,127,127
173.85,17.3682,0,0,0,0.1,127,127
173.9,17.3732,0,0,0,0.1,127,127
173.95,17.3782,0,0,0,0.1,127,127
174,17.3832,0,0,0,0.1,127,127
174.05,17.3882,0,0,0,0.1,127,127
174.1,17.3932,0,0,0,0.1,127,127
174.15,17.3982,0,0,0,0.1,127,127
174.2,17.4032,0,0,0,0.1,127,127
174.25,17.4082,0,0,0,0.1,127,127
174.3,17.4132,0,0,0,0.1,127,127
174.35,17.4182,0,0,0,0.1,127,127
174.4,17.4232,0,0,0,0.1,127,127
174.45,17.4282,0,0,0,0.1,127,127
174.5,17.4332,0,0,0,0.1,127,127
174.55,17.4382,0,0,0,0.1,127,127
174.6,17.4432,0,0,0,0.1,127,127
174.65,17.4482,0,0,0,0.1,127,127
174.7,17.4532,0,0,0,0.1,127,127
174.75,17.4582,0,0,0,0.1,127,127
174.8,17.4632,0,0,0,0.1,127,127
174.85,17.4682,0,0,0,0.1,127,127
174.9,17.4732,0,0,0,0.1,127,127
174.95,17.4782,0,0,0,0.1,127,127
175,17.4832,0,0,0,0.1,127,127
175.05,17.4882,0,0,0,0.1,127,127
175.1,17.4932,0,0,0,0.1,127,127
175.15,17.4982,0,0,0,0.1,127,127
175.2,17.5032,0,0,0,0.1,127,127
175.25,17.5082,0,0,0,0.1,127,127
175.3,17.5132,0,0,0,0.1,127,127
175.35,17.5182,0,0,0,0.1,127,127
175.4,17.5232,0,0,0,0.1,127,127
175.45,17.5282,0,0,0,0.1,127,127
175.5,17.5332,0,0,0,0.1,127,127
175.55,17.5382,0,0,0,0.1,127,127
175.6,17.5432,0,0,0,0.1,127,127
175.65,17.5482,0,0,0,0.1,127,127
175.7,17.5532,0,0,0,0.1,127,127
175.75,17.5582,0,0,0,0.1,127,127
175.8,17.5632,0,0,0,0.1,127,127
175.85,17.5682,0,0,0,0.1,127,127
175.9,17.5732,0,0,0,0.1,127,127
175.95,17.5782,0,0,0,0.1,127,127
176,17.5832,0,0,0,0.1,127,127
176.05,17.5882,0,0,0,0.1,127,127
176.1,17.5932,0,0,0,0.1,127,127
176.15,17.5982,0,0,0,0.1,127,127
176.2,17.6032,0,0,0,0.1,127,127
176.25,17.6082,0,0,0,0.1,127,127
176.3,17.6132,0,0,0,0.1,127,127
176.35,17.6182,0,0,0,0.1,127,127
176.4,17.6232,0,0,0,0.1,127,127
176.45,17.6282,0,0,0,0.1,127,127
176.5,17.6332,0,0,0,0.1,127,127
176.55,17.6382,0,0,0,0.1,127,127
176.6,17.6432,0,0,0,0.1,127,127
176.65,17.6482,0,0,0,0.1,127,127
176.7,17.6532,0,0,0,0.1,127,127
176.75,17.6582,0,0,0,0.1,127,127
176.8,17.6632,0,0,0,0.1,127,127
176.85,17.6682,0,0,0,0.1,127,127
176.9,17.6732,0,0,0,0.1,127,127
176.95,17.6782,0,0,0,0.1,127,127
177,17.6832,0,0,0,0.1,127,127
177.05,17.6882,0,0,0,0.1,127,127
177.1,17.6932,0,0,0,0.1,127,127
177.15,17.6982,0,0,0,0.1,127,127
177.2,17.7032,0,0,0,0.1,127,127
177.25,17.7082,0,0,0,0.1,127,127
177.3,17.7132,0,0,0,0.1,127,127
177.35,17.7182,0,0,0,0.1,127,127
177.4,17.7232,0,0,0,0.1,127,127
177.45,17.7282,0,0,0,0.1,127,127
177.5,17.7332,0,0,0,0.1,127,127
177.55,17.7382,0,0,0,0.1,127,127
177.6,17.7432,0,0,0,0.1,127,127
177.65,17.7482,0,0,0,0.1,127,127
177.7,17.7532,0,0,0,0.1,127,127
177.75,17.7582,0,0,0,0.1,127,127
177.8,17.7632,0,0,0,0.1,127,127
177.85,17.7682,0,0,0,0.1,127,127
177.9,17.7732,0,0,0,0.1,127,127
177.95,17.7782,0,0,0,0.1,127,127
178,17.7832,0,0,0,0.1,127,127
178.05,17.7882,0,0,0,0.1,127,127
178.1,17.7932,0,0,0,0.1,127,127
178.15,17.7982,0,0,0,0.1,127,127
178.2,17.8032,0,0,0,0.1,127,127
178.25,17.8082,0,0,0,0.1,127,127
178.3,17.8132,0,0,0,0.1,127,127
178.35,17.8182,0,0,0,0.1,127,127
178.4,17.8232,0,0,0,0.1,127,127
178.45,17.8282,0,0,0,0.1,127,127
178.5,17.8332,0,0,0,0.1,127,127
178.55,17.8382,0,0,0,0.1,127,127
178.6,17.8432,0,0,0,0.1,127,127
178.65,17.8482,0,0,0,0.1,127,127
178.7,17.8532,0,0,0,0.1,127,127
178.75,17.8582,0,0,0,0.1,127,127
178.8,17.8632,0,0,0,0.1,127,127
178.85,17.8682,0,0,0,0.1,127,127
178.9,17.8732,0,0,0,0.1,127,127
178.95,17.8782,0,0,0,0.1,127,127
179,17.8832,0,0,0,0.1,127,127
179.05,17.8882,0,0,0,0.1,127,127
179.1,17.8932,0,0,0,0.1,127,127
179.15,17.8982,0,0,0,0.1,127,127
179.2,17.9032,0,0,0,0.1,127,127
179.25,17.9082,0,0,0,0.1,127,127
179.3,17.9132,0,0,0,0.1,127,127
179.35,17.9182,0,0,0,0.1,127,127
179.4,17.9232,0,0,0,0.1,127,127
179.45,17.9282,0,0,0,0.1,127,127
179.5,17.9332,0,0,0,0.1,127,127
179.55,17.9382,0,0,0,0.1,127,127
179.6,17.9432,0,0,0,0.1,127,127
179.65,17.9482,0,0,0,0.1,127,127
179.7,17.9532,0,0,0,0.1,127,127
179.75,17.9582,0,0,0,0.1,127,127
179.8,17.9632,0,0,0,0.1,127,127
179.85,17.9682,0,0,0,0.1,127,127
179.9,17.9732,0,0,0,0.1,127,127
179.95,17.9782,0,0,0,0.1,127,127
180,17.9832,0,0,0,0.1,127,127
180.05,17.9882,0,0,0,0.1,127,127
180.1,17.9932,0,0,0,0.1,127,127
180.15,17.9982,0,0,0,0.1,127,127
180.2,18.0032,0,0,0,0.1,127,127
180.25,18.0082,0,0,0,0.1,127,127
180.3,18.0132,0,0,0,0.1,127,127
180.35,18.0182,0,0,0,0.1,127,127
180.4,18.0232,0,0,0,0.1,127,127
180.45,18.0282,0,0,0,0.1,127,127
180.5,18.0332,0,0,0,0.1,127,127
180.55,18.0382,0,0,0,0.1,127,127
180.6,18.0432,0,0,0,0.1,127,127
180.65,18.0482,0,0,0,0.1,127,127
180.7,18.0532,0,0,0,0.1,127,127
180.75,18.0582,0,0,0,0.1,127,127
180.8,18.0632,0,0,0,0.1,127,127
180.85,18.0682,0,0,0,0.1,127,127
180.9,18.0732,0,0,0,0.1,127,127
180.95,18.0782,0,0,0,0.1,127,127
181,18.0832,0,0,0,0.1,127,127
181.05,18.0882,0,0,0,0.1,127,127
181.1,18.0932,0,0,0,0.1,127,127
181.15,18.0982,0,0,0,0.1,127,127
181.2,18.1032,0,0,0,0.1,127,127
181.25,18.1082,0,0,0,0.1,127,127
181.3,18.1132,0,0,0,0.1,127,127
181.35,18.1182,0,0,0,0.1,127,127
181.4,18.1232,0,0,0,0.1,127,127
181.45,18.1282,0,0,0,0.1,127,127
181.5,18.1332,0,0,0,0.1,127,127
181.55,18.1382,0,0,0,0.1,127,127
181.6,18.1432,0,0,0,0.1,127,127
181.65,18.1482,0,0,0,0.1,127,127
181.7,18.1532,0,0,0,0.1,127,127
181.75,18.1582,0,0,0,0.1,127,127
181.8,18.1632,0,0,0,0.1,127,127
181.85,18.1682,0,0,0,0.1,127,127
181.9,18.1732,0,0,0,0.1,127,127
181.95,18.1782,0,0,0,0.1,127,127
182,18.1832,0,0,0,0.1,127,127
182.05,18.1882,0,0,0,0.1,127,127
182.1,18.1932,0,0,0,0.1,127,127
182.15,18.1982,0,0,0,0.1,127,127
182.2,18.2032,0,0,0,0.1,127,127
182.25,18.2082,0,0,0,0.1,127,127
182.3,18.2132,0,0,0,0.1,127,127
182.35,18.2182,0,0,0,0.1,127,127
182.4,18.2232,0,0,0,0.1,127,127
182.45,18.2282,0,0,0,0.1,127,127
182.5,18.2332,0,0,0,0.1,127,127
182.55,18.2382,0,0,0,0.1,127,127
182.6,18.2432,0,0,0,0.1,127,127
182.65,18.2482,0,0,0,0.1,127,127
182.7,18.2532,0,0,0,0.1,127,127
182.75,18.2582,0,0,0,0.1,127,127
182.8,18.2632,0,0,0,0.1,127,127
182.85,18.2682,0,0,0,0.1,127,127
182.9,18.2732,0,0,0,0.1,127,127
182.95,18.2782,0,0,0,0.1,127,127
183,18.2832,0,0,0,0.1,127,127
183.05,18.2882,0,0,0,0.1,127,127
183.1,18.2932,0,0,0,0.1,127,127
183.15,18.2982,0,0,0,0.1,127,127
183.2,18.3032,0,0,0,0.1,127,127
183.25,18.3082,0,0,0,0.1,127,127
183.3,18.3132,0,0,0,0.1,127,127
183.35,18.3182,0,0,0,0.1,127,127
183.4,18.3232,0,0,0,0.1,127,127
183.45,18.3282,0,0,0,0.1,127,127
183.5,18.3332,0,0,0,0.1,127,127
183.55,18.3382,0,0,0,0.1,127,127
183.6,18.3432,0,0,0,0.1,127,127
183.65,18.3482,0,0,0,0.1,127,127
183.7,18.3532,0,0,0,0.1,127,127
183.75,18.3582,0,0,0,0.1,127,127
183.8,18.3632,0,0,0,0.1,127,127
183.85,18.3682,0,0,0,0.1,127,127
183.9,18.3732,0,0,0,0.1,127,127
183.95,18.3782,0,0,0,0.1,127,127
184,18.3832,0,0,0,0.1,127,127
184.05,18.3882,0,0,0,0.1,127,127
184.1,18.3932,0,0,0,0.1,127,127
184.15,18.3982,0,0,0,0.1,127,127
184.2,18.4032,0,0,0,0.1,127,127
184.25,18.4082,0,0,0,0.1,127,127
184.3,18.4132,0,0,0,0.1,127,127
184.35,18.4182,0,0,0,0.1,127,127
184.4,18.4232,0,0,0,0.1,127,127
184.45,18.4282,0,0,0,0.1,127,127
184.5,18.4332,0,0,0,0.1,127,127
184.55,18.4382,0,0,0,0.1,127,127
184.6,18.4432,0,0,0,0.1,127,127
184.65,18.4482,0,0,0,0.1,127,127
184.7,18.4532,0,0,0,0.1,127,127
184.75,18.4582,0,0,0,0.1,127,127
184.8,18.4632,0,0,0,0.1,127,127
184.85,18.4682,0,0,0,0.1,127,127
184.9,18.4732,0,0,0,0.1,127,127
184.95,18.4782,0,0,0,0.1,127,127
185,18.4832,0,0,0,0.1,127,127
185.05,18.4882,0,0,0,0.1,127,127
185.1,18.4932,0,0,0,0.1,127,127
185.15,18.4982,0,0,0,0.1,127,127
185.2,18.5032,0,0,0,0.1,127,127
185.25,18.5082,0,0,0,0.1,127,127
185.3,18.5132,0,0,0,0.1,127,127
185.35,18.5182,0,0,0,0.1,127,127
185.4,18.5232,0,0,0,0.1,127,127
185.45,18.5282,0,0,0,0.1,127,127
185.5,18.5332,0,0,0,0.1,127,127
185.55,18.5382,0,0,0,0.1,127,127
185.6,18.5432,0,0,0,0.1,127,127
185.65,18.5482,0,0,0,0.1,127,127
185.7,18.5532,0,0,0,0.1,127,127
185.75,18.5582,0,0,0,0.1,127,127
185.8,18.5632,0,0,0,0.1,127,127
185.85,18.5682,0,0,0,0.1,127,127
185.9,18.5732,0,0,0,0.1,127,127
185.95,18.5782,0,0,0,0.1,127,127
186,18.5832,0,0,0,0.1,127,127
186.05,18.5882,0,0,0,0.1,127,127
186.1,18.5932,0,0,0,0.1,127,127
186.15,18.5982,0,0,0,0.1,127,127
186.2,18.6032,0,0,0,0.1,127,127
186.25,18.6082,0,0,0,0.1,127,127
186.3,18.6132,0,0,0,0.1,127,127
